-,Better Luck Next Time,, SOLD
-,Sweet Candy ,, SOLD
http://pbfcomics.com/62/,The Ants Dance , (on 8.5 X 11 printer paper) ,800
http://pbfcomics.com/61/,Kitty Stuck,, SOLD
-,Elephant Dream ,, MISSING
-,Turtle City , (on printer paper) ,1150
http://pbfcomics.com/55/,Dinosaur meteors ,, SOLD
http://pbfcomics.com/70/,Master Yoshi , (on printer paper) ,1000
http://pbfcomics.com/60/,Penguin Enemy ,, SOLD
-,Small Man , (on printer paper) ,900
http://pbfcomics.com/57/,Raft Friends ,, SOLD
-,Worm Squish , (on printer paper) ,1500
http://pbfcomics.com/52/,Adult Heaven , (on printer paper) ,1500
http://pbfcomics.com/51/,Nice Try Zarflax , (on printer paper) ,1300
http://pbfcomics.com/50/,An End to Gopher Trouble,, SOLD
http://pbfcomics.com/49/,Kinder Interview ,, SOLD
http://pbfcomics.com/48/,Suicide Train ,, SOLD
http://pbfcomics.com/46/,Bear Police ,(on printer paper) ,
http://pbfcomics.com/45/,Wise Shitashi ,(on printer paper),
-,Angels Caught,, LOST
http://pbfcomics.com/44/,Falling Dream ,, MISSING
http://pbfcomics.com/42/,Monkey Photographer ,, SOLD
http://pbfcomics.com/41/,Sun Love ,, SOLD
http://pbfcomics.com/40/,Nude Beach ,, SOLD
-,Today's My Birthday,, SOLD
-,Dinosaur Sheriff , (on printer paper) ,800
http://pbfcomics.com/38/,Pyro Billy , (on printer paper) , SOLD
http://pbfcomics.com/37/,Bear Boy ,, SOLD
http://pbfcomics.com/36/,Gopher Girlfriend ,, SOLD
http://pbfcomics.com/35/,Dinner Time Machine , (on blue paper; not sure why. Is about 13 inches maybe; no color) ,1000
http://pbfcomics.com/33/,Deer Lazer Eye , (on printer paper) ,900
http://pbfcomics.com/31/,Left Brain Right Brain , (on printer paper),900
http://pbfcomics.com/29/,Cromax , (on printer paper) ,1000
http://pbfcomics.com/28/,Today I am going to Fly ,, SOLD
http://pbfcomics.com/27/,Suck Note ,,1000
http://pbfcomics.com/26/,Butterflies , (on large blue paper) ,1000
http://pbfcomics.com/25/,Rainbow , (on printer paper) ,900
http://pbfcomics.com/24/,Puppy Wish,, SOLD
http://pbfcomics.com/22/,Space Helmet ,, SOLD
-,Monkey Love ,(on printer paper) ,600
http://pbfcomics.com/21/,Skeleton Clown ,(on printer paper; w/ white out) ,900
http://pbfcomics.com/20/,Skub , (on printer paper) ,2000
http://pbfcomics.com/16/,Eden ,, SOLD
http://pbfcomics.com/12/,Martha's Orphanage , (on printer paper) , SOLD
http://pbfcomics.com/10/,Instant Bacon ,, SOLD
http://pbfcomics.com/6/,TAOTMWNP,, SOLD
http://pbfcomics.com/5/,Billiards in Heaven ,, UNAVAILABLE 
http://pbfcomics.com/4/,Deal with the Devil ,, UNAVAILABLE
http://pbfcomics.com/3/,Bed Monster ,, UNAVAILABLE
http://pbfcomics.com/1/,Stiff Breeze,, UNAVAILABLE
